9606	0.0	1.0	5.9897	10	3	0.6	0.4	1	0.0207
9606	0.0	1.0	4.4022	10	1	0.2	0.2	1	0.5547
9606	0.0	1.0	7.6524	10	4	0.8	0.4	0	0.0012
9606	0.0	1.0	4.7270	10	1	0.2	0.2	0	0.2183
9606	0.0	1.0	6.1586	10	6	1.2	0.2	1	0.0013
9606	0.0	1.0	3.3819	10	1	0.2	0.2	1	0.5469
9606	0.0	1.0	4.7873	10	4	0.8	0.2	0	0.00024
9606	0.0	1.0	4.5578	10	4	0.8	0.5	1	0.0026
9606	0.0	1.0	5.1614	10	3	0.6	0.6	1	0.0482
9606	0.0	1.0	7.3733	10	2	0.4	0.2	0	0.0398
9606	0.0	1.0	6.1032	10	2	0.4	0.4	0	0.0402
9606	0.0	1.0	4.5584	10	0	0.0	0.0	0	1.0
9606	0.0	1.0	5.0536	10	1	0.2	0.2	0	0.3282
9606	0.0	1.0	5.9371	10	1	0.2	0.2	1	0.4065
9606	0.0	1.0	5.8250	10	3	0.6	0.6	0	0.015
9606	0.0	1.0	5.9951	10	4	0.8	0.5	1	0.0099
9606	0.0	1.0	3.4467	10	3	0.6	0.3	0	0.0028
9606	0.0	1.0	7.5024	10	3	0.6	0.2	1	0.0661
9606	0.0	1.0	5.0764	10	1	0.2	0.2	0	0.3601
9606	0.0	1.0	4.6220	10	3	0.6	0.4	1	0.0236
9606	0.0	1.0	6.5867	10	1	0.2	0.2	0	0.214
9606	0.0	1.0	6.4059	10	1	0.2	0.2	0	0.2731
9606	0.0	1.0	4.8976	10	1	0.2	0.2	0	0.2495
9606	0.0	1.0	6.5881	10	2	0.4	0.4	1	0.2942
9606	0.0	1.0	8.4048	10	2	0.4	0.4	0	0.0153
9606	0.0	1.0	4.3067	10	1	0.2	0.2	0	0.2505
9606	0.0	1.0	8.2056	10	3	0.6	0.4	0	0.0076
9606	0.0	1.0	4.8067	10	0	0.0	0.0	0	1.0
9606	0.0	1.0	5.3964	10	7	1.4	0.433	1	1.22e-05
9606	0.0	1.0	4.7518	10	3	0.6	0.6	1	0.0201
9606	0.0	1.0	5.0812	9	3	0.67	0.333	1	0.0604
9606	0.0	1.0	3.6194	9	0	0.0	0.0	0	1.0
9606	0.0	1.0	7.4703	10	3	0.6	0.6	0	0.0105
9606	0.0	1.0	6.7179	10	2	0.4	0.2	1	0.1355
9606	0.0	1.0	5.7772	10	2	0.4	0.2	1	0.1574
9606	0.0	1.0	7.2262	10	2	0.4	0.2	1	0.2459
9606	0.0	1.0	5.7619	9	6	1.33	0.444	0	1.35e-05
9606	0.0	1.0	4.2490	10	0	0.0	0.0	1	1.0
9606	0.0	1.0	7.5393	9	4	0.89	0.37	1	0.002
9606	0.0	1.0	6.5428	9	4	0.89	0.556	1	0.002
9606	0.0	1.0	4.4600	10	1	0.2	0.2	0	0.3289
9606	0.0	1.0	5.2839	10	1	0.2	0.2	0	0.2893
9606	0.0	1.0	4.6445	10	1	0.2	0.2	0	0.3053
9606	0.0	1.0	3.3919	10	3	0.6	0.4	1	0.0756
9606	0.0	1.0	4.4378	10	3	0.6	0.3	0	0.0061
9606	0.0	1.0	4.4685	10	1	0.2	0.2	1	0.5289
9606	0.0	1.0	7.2452	10	4	0.8	0.6	1	0.0019
