GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A097PQU4	A0A097PQU4	GO:0005618		3702		C
UniProtKB	A0A097PQU4	A0A097PQU4	GO:0005618		3702		C
UniProtKB	A0A178U830	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U830	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U830	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U838	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U838	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U838	AXX17_At5g56820	GO:0005618		3702	AXX17_At5g56820	C
UniProtKB	A0A178U8I3	AXX17_At5g47940	GO:0005618		3702	AXX17_At5g47940,AT9943_LOCUS21704	C
UniProtKB	A0A178U916	AXX17_At5g36350	GO:0005618		3702	AXX17_At5g36350,AN1_LOCUS24053,AT9943_LOCUS20788	C
UniProtKB	A0A178U988	AXX17_At5g16840	GO:0005618		3702	AXX17_At5g16840	C
UniProtKB	A0A178U988	AXX17_At5g16840	GO:0005618		3702	AXX17_At5g16840	C
UniProtKB	A0A178U9P2	AXX17_At5g37550	GO:0005618		3702	AXX17_At5g37550,At5g39900	C
UniProtKB	A0A178U9P2	AXX17_At5g37550	GO:0005618		3702	AXX17_At5g37550,At5g39900	C
UniProtKB	A0A178U9V8	AXX17_At5g39680	GO:0005618		3702	AXX17_At5g39680	C
UniProtKB	A0A178U9V8	AXX17_At5g39680	GO:0005618		3702	AXX17_At5g39680	C
UniProtKB	A0A178U9X5	AXX17_At5g46590	GO:0005618		3702	AXX17_At5g46590	C
UniProtKB	A0A178U9X5	AXX17_At5g46590	GO:0005618		3702	AXX17_At5g46590	C
UniProtKB	A0A178U9X5	AXX17_At5g46590	GO:0005618		3702	AXX17_At5g46590	C
UniProtKB	A0A178UA09	AXX17_At5g42580	GO:0005618		3702	AXX17_At5g42580	C
UniProtKB	A0A178UA09	AXX17_At5g42580	GO:0005618		3702	AXX17_At5g42580	C
UniProtKB	A0A178UAK8	AXX17_At5g36680	GO:0005618		3702	AXX17_At5g36680	C
UniProtKB	A0A178UAK8	AXX17_At5g36680	GO:0005618		3702	AXX17_At5g36680	C
UniProtKB	A0A178UB30	AXX17_At5g20800	GO:0005618		3702	AXX17_At5g20800,C24_LOCUS22766	C
UniProtKB	A0A178UB30	AXX17_At5g20800	GO:0005618		3702	AXX17_At5g20800,C24_LOCUS22766	C
UniProtKB	A0A178UBE4	AXX17_At5g43560	GO:0005618		3702	AXX17_At5g43560	C
UniProtKB	A0A178UBE4	AXX17_At5g43560	GO:0005618		3702	AXX17_At5g43560	C
UniProtKB	A0A178UBH9	AXX17_At5g61260	GO:0005618		3702	AXX17_At5g61260,AT9943_LOCUS22799,C24_LOCUS26305	C
UniProtKB	A0A178UBM2	AXX17_At5g42550	GO:0005618		3702	AXX17_At5g42550,AT9943_LOCUS21271	C
