GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024QZE3	CPT1C	GO:0016746		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZE3	CPT1C	GO:0016746		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZE3	CPT1C	GO:0004095		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZE3	CPT1C	GO:0004095		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZI3	CPT1C	GO:0016746		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZI3	CPT1C	GO:0016746		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZI3	CPT1C	GO:0004095		9606	CPT1C,hCG_2039825	F
UniProtKB	A0A024QZQ1	SIRT1	GO:0106231		9606	SIRT1,hCG_32306	F
UniProtKB	A0A024QZS8	ZDHHC4	GO:0016409		9606	ZDHHC4,hCG_2008779	F
UniProtKB	A0A024QZS8	ZDHHC4	GO:0016746		9606	ZDHHC4,hCG_2008779	F
UniProtKB	A0A024QZS8	ZDHHC4	GO:0019706		9606	ZDHHC4,hCG_2008779	F
UniProtKB	A0A024QZS8	ZDHHC4	GO:0019706		9606	ZDHHC4,hCG_2008779	F
UniProtKB	A0A024QZS8	ZDHHC4	GO:0016746		9606	ZDHHC4,hCG_2008779	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0009922		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0102756		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0102336		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0102337		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0102338		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0016747		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0009922		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0102756		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024QZV3	ELOVL2	GO:0009922		9606	ELOVL2,hCG_37171	F
UniProtKB	A0A024R059	HMGCS1	GO:0016746		9606	HMGCS1,hCG_36936	F
UniProtKB	A0A024R059	HMGCS1	GO:0004421		9606	HMGCS1,hCG_36936	F
UniProtKB	A0A024R059	HMGCS1	GO:0004421		9606	HMGCS1,hCG_36936	F
UniProtKB	A0A024R059	HMGCS1	GO:0004421		9606	HMGCS1,hCG_36936	F
UniProtKB	A0A024R059	HMGCS1	GO:0004421		9606	HMGCS1,hCG_36936	F
UniProtKB	A0A024R0L6	PAFAH1B3	GO:0047179		9606	PAFAH1B3,hCG_21889	F
UniProtKB	A0A024R0Y1	PIGW	GO:0016746		9606	PIGW,hCG_2004536	F
UniProtKB	A0A024R149	BAAT	GO:0016746		9606	BAAT,hCG_29011	F
UniProtKB	A0A024R155	BAAT	GO:0016746		9606	BAAT,hCG_29011	F
