YJL090C
YOL138C
YBR066C
YHR159W
YPL237W
YAL005C
YMR266W
YDL195W
YCL001W
YCR033W
YOL101C
YIL026C
YOL030W
YLR456W
YCL001W-B
YDR013W
YNL182C
YLR160C
YIL138C
YJL097W
YLR144C
YLR395C
YOR007C
YDL001W
YGR223C
YIL042C
YGL108C
YOR100C
YDL084W
YBR295W
YPR006C
YGR292W
YMR170C
YLR288C
YNL286W
YGL026C
YNR032W
YMR023C
YPL260W
YNL037C
YML108W
YNL099C
YDR423C
YNL233W
YGL019W
YKL026C
YGR105W
YGR172C
YIL057C
YIL019W
YDR302W
YHR078W
YGL037C
YLL034C
YHR182C-A
YMR192W
YBR179C
YOR381W
YGL244W
YJR112W-A
YDR098C
YOL017W
YGL257C
YMR298W
YBR299W
YER083C
YMR176W
YBL101C
YDR437W
YKL172W
YCR059C
YPR058W
YDR337W
YLR381W
YMR035W
YMR066W
YKR035W-A
YPL242C
YKL034W
YOR167C
YMR319C
YMR140W
YDL114W
YFL003C
YIL083C
YOR238W
YNL093W
YPL274W
YBR235W
YHL030W
YBR240C
YOR313C
YPL229W
YKL114C
YPL187W
YBL003C
YHR052W
YML046W
YML054C
YCR001W
YCR017C
YPL224C
YLR146C
YHR025W
YPR029C
YLL001W
YNR059W
YMR253C
YJL061W
YAL014C
YER093C
YLR085C
YOL047C
YJL099W
YDR406W
YER168C
YGR070W
YLR330W
YFR024C-A
YGL031C
YEL060C
YOL093W
YEL005C
YDR212W
YOR086C
YFR047C
YDR284C
YDR414C
YNL130C
YPR192W
YAR075W
YHR195W
YLR156C-A
YBR271W
YBR110W
Q0060
YGL160W
YOL141W
YKL132C
YGR271C-A
YBR034C
YML130C
YJL053W
YGR133W
YMR164C
YOL060C
YER024W
YNL320W
YJL026C-A
YPL093W
YNR072W
YKL159C
YER147C
YPL131W
YBR097W
YER118C
YML088W
YLR214W
YBR155W
YGL258W-A
YER179W
YEL034C-A
YIL118W
YMR069W
YDR530C
YGL181W
YMR061W
YBL035C
YLR270W
YJR012C
YCR021C
YOR036W
YPL101W
YMR226C
YJL100W
YOL148C
YMR119W
YNL210W
YLR448W
YIR022W
YDL149W
YPL171C
YKL113C
YDR503C
YLR408C
YHL024W
YKR041W
YOR142W
YPL046C
YFL058W
YPL189W
YIL106W
YDR036C
YMR236W
YDR060W
YOR071C
YJL139C
YMR142C
YOL077W-A
YNL298W
YKL047W
YOL117W
YDL090C
YNL339C
YOR223W
YER044C
YGR024C
YMR095C
YOL145C
YLR401C
YKL086W
YBR220C
YAL047C
YGL187C
YKL041W
YLR151C
YDL121C
YLR287C
YGL197W
YHR114W
YMR243C
YHL004W
YOR346W
YCL058W-A
YLR370C
YKL101W
YDL028C
YGR211W
YLR003C
YGL178W
YLR177W
YIL154C
YER056C
YPL169C
YKR029C
YLR359W
YML006C
YNL263C
YPR144C
YJL125C
YIL107C
YEL072W
YJL109C
Q0065
YLR201C
YPL047W
YBR038W
YMR096W
YBL099W
YJR154W
YOR198C
YFR043C
YLR467W
YPR055W
YCR042C
YDR263C
YEL069C
YIL144W
YLL039C
YCR027C
YKL015W
YOL081W
YNL059C
YGL121C
YNL197C
YGL166W
YMR208W
YIL171W-A
YBR111W-A
YHR190W
YPL001W
YJL185C
YFR013W
YMR093W
YOL086W-A
YGR163W
YKR095W-A
YDR272W
YML001W
YBL039W-B
YNL141W
YML133W-A
YLR043C
YKL185W
YOR298W
YKL124W
YMR038C
YJL137C
YGL041W-A
YLR301W
YJR066W
YGL028C
YNL005C
YDR258C
YGL252C
YPL249C
YLL038C
YOR219C
YOR211C
YLR460C
YMR026C
YKL161C
YNL061W
YCL059C
YPL092W
YBR294W
YOR359W
YIL023C
YDR441C
YOR251C
YLR139C
YLR176C
YLR274W
YDR171W
YOL048C
YIL085C
YOR179C
YCL028W
YDR362C
YLR431C
YJR017C
YMR110C
YMR313C
YDR279W
YKR072C
YDR093W
YER061C
YNL215W
YDL212W
YNL323W
YBR086C
YOR013W
YBL075C
YDL089W
YKL018C-A
YER037W
YJL065C
YOR265W
YHR041C
YDR313C
YJL207C
YJL162C
YOR327C
YKL189W
YPR127W
YLR024C
YNL138W-A
YFL037W
YPR148C
YER048W-A
YOL129W
YJR004C
YGL048C
YGR196C
YPR160W
YDL155W
YOR389W
YDL207W
YPR134W
YFR028C
YOL023W
YPL176C
YDL019C
YGL033W
YOR293W
YML049C
YMR150C
YDL168W
YDR017C
YGR260W
YER052C
YHR005C
YDR150W
YKL141W
YLR461W
YER126C
YLR135W
YML111W
YOR312C
YCR065W
YJR089W
YEL053C
YGR072W
YBR117C
YBR249C
YPL116W
YDR525W-A
YLR054C
YNL208W
YJR123W
YMR091C
YKL062W
YMR131C
YLR451W
YER142C
YER172C
YBR288C
YLR121C
YKL006C-A
YMR183C
YAL044C
YKR056W
YNL044W
YGL262W
YDL102W
YAL043C
YPL236C
YJR155W
YNL339W-A
YLR011W
YDR502C
YML092C
YPL008W
YGR286C
YBR021W
YDR332W
YDR297W
YPL256C
YLR326W
YHR167W
YBR002C
YJR099W
YLR136C
YOL027C
YDL219W
YBR132C
YMR244C-A
YER049W
YJL087C
YJR117W
YOL015W
YGR102C
YOR044W
YGR202C
YJL102W
YLL029W
YBR199W
YDR282C
YBR255C-A
YCL055W
YAL022C
YHR188C
YAL060W
YCR091W
YPL247C
YDR058C
YIR018W
YDR108W
YOR257W
YLR435W
YHL018W
YLR189C
YOR081C
YNL024C
YMR229C
YNL169C
YHR031C
YLR438W
YPR120C
YOR355W
YJL111W
YDR489W
YIR036C
YLR404W
YNL290W
YNR027W
YEL062W
YPR023C
YGR189C
YGL053W
YOR155C
YFL062W
YGR197C
YKL206C
YOL119C
YKR020W
YDL042C
YDR395W
YBL097W
YDR084C
YDR471W
YFR007W
YBL085W
YNL172W
YMR011W
YER176W
YBR250W
YOR016C
YHR061C
YPR182W
YMR129W
YOR375C
YGR275W
YNL082W
YOL028C
YOL077C
YBR154C
YGL120C
YGL102C
YDR034C
YJL063C
YGL016W
YOL142W
YBR056W
YBL059C-A
YDR109C
YIL049W
YHL002W
YCR020W-B
Q0110
YBR201W
YPL278C
YLR154C-H
YBR057C
YHL046C
YER131W
YIL176C
YNL133C
YLR153C
YNL293W
YPR063C
YIL095W
YLL026W
YPR161C
YHR132C
YER075C
YGR038W
YOR124C
YGL004C
YLR148W
YLL031C
YMR101C
YDL119C
YNL091W
YKL096W-A
YBR234C
YMR227C
YER070W
YGR108W
YPL004C
YER038C
YFL027C
YPL239W
YEL006W
YNR006W
YGL103W
YPL117C
YER092W
YHR064C
YOR096W
YER145C
YKR098C
YLR071C
YDL200C
YLR323C
YLL008W
YLL021W
YNL209W
YDR070C
YNL078W
YGR274C
YBR167C
YDL105W
YDR104C
YCL026C-A
YNL261W
YBR133C
YOR032C
YDR283C
YLR104W
YDL087C
YDL198C
YOR213C
YHR040W
YGL110C
YHL015W
YBR264C
YLR009W
YBR012C
YLR079W
YNR074C
YNL049C
YCL018W
YIL082W
YBR122C
YJL004C
YCR057C
YOR160W
YNL042W
YOR230W
YBR269C
YFL013C
YER093C-A
YNL096C
YDR073W
YLR100W
YCR088W
YJL050W
YIL010W
YER078C
YPR019W
YDL129W
YMR060C
YJL091C
YAL034W-A
YJL089W
YLR339C
YKL221W
YML041C
YOR162C
YMR136W
YGR048W
YLR267W
YHR089C
YPL090C
YAL012W
YJR144W
YER005W
YMR065W
YLR364W
YOL137W
YBR274W
YNL238W
YMR163C
YDR393W
YNL080C
YER069W
YDL081C
YHR036W
YBR261C
YOR084W
YLR378C
YJR022W
YDR118W
YBR301W
YKR031C
YBR284W
YNR049C
YIR019C
YBR095C
YNL012W
YGL049C
YDR312W
YOR360C
YPR166C
YIR023W
YMR156C
YOR245C
YPR132W
YCL069W
YPL149W
YBR205W
YCR046C
YOR255W
YDR359C
YLR307W
YLR064W
YER028C
YOR067C
YDR363W
YDR167W
YGL170C
YPL095C
YBL068W-A
YNL121C
YPR131C
YFR018C
YDR259C
YPL206C
YGL220W
YNL243W
YNL156C
YBR231C
YKR002W
YBR191W
YFR039C
YGL169W
YJR113C
YLR397C
YKR076W
YOL056W
YDR392W
YOR330C
YER100W
YGR031W
YHL001W
YKR052C
YLR187W
YAL048C
YDR308C
YLR075W
YIL027C
YOR136W
YGR241C
YIL136W
YJL173C
YOR208W
YNL077W
YGR245C
YPL043W
YDL223C
YAL025C
YOR034C
YBR085C-A
YOL121C
YDR014W
YHR039C-A
YCL027W
YIL111W
YER059W
YOL092W
YHR086W
YPR024W
YLL046C
YPR102C
YLR344W
YGR119C
YPR168W
YGL114W
YKL081W
YJL094C
YOL133W
YHR127W
YBR108W
YOR368W
YNL232W
YDL074C
YLR044C
YAR019C
YPL266W
YIL104C
YEL028W
YBR273C
YLR185W
YDR352W
YCR003W
YDL117W
YMR184W
YBR029C
YMR198W
YLR241W
YER159C
YLR390W
YHR001W-A
YOR192C
YMR206W
YHR091C
YBR166C
YGR109C
YIL155C
YOL022C
YPR067W
YPL012W
YDR427W
YKL121W
YDR375C
YML012W
YNL124W
YMR006C
YIL134W
YLR048W
YER110C
YDL220C
YPL183W-A
YIR001C
YLR090W
YKL155C
YEL031W
YDL120W
YPR025C
YNR010W
YDR194C
YPL038W
YNL292W
YCR094W
YNL322C
YOL102C
YIL073C
YOL135C
YPL183C
YHL048W
YIL048W
YOR329C
YLR069C
YOL078W
YJR152W
YML042W
YCR023C
YER158C
YDR186C
YLL032C
YMR238W
YBR020W
YGR097W
YJL079C
YGR027C
YKR079C
YER173W
YEL054C
YIL101C
YPL054W
YGL011C
YDL051W
YHR161C
YDL133W
YDL078C
YDR249C
YJL138C
YNL157W
YER088C
YLR240W
YML009C
YER154W
YDR345C
YJL134W
YMR126C
YJR134C
YDR032C
YBL098W
YDL036C
YOR344C
YGR166W
YLR154W-C
YBR036C
YER020W
YBL054W
YNL144C
YGL122C
YDL007W
YLR450W
YOR149C
YLR383W
YLR093C
YNL202W
YDR422C
YKL205W
YKL004W
YMR231W
YBR080C
YLL018C-A
YKL022C
YDR453C
YGR224W
YHR015W
YGR236C
YJR069C
YMR152W
YBR102C
YOL034W
YGL235W
YOR184W
YNL086W
YOR117W
YBR200W
YDR480W
YJR092W
YHL039W
YMR307W
YGL045W
YER008C
YLR336C
YEL053W-A
YNL329C
YGL066W
YNR034W
YGR043C
YCR073C
YNR017W
YOR201C
YNL052W
YER067W
YHR002W
YIR006C
YOR354C
YDR476C
YNL181W
YLR466W
YOR147W
YML026C
YDR062W
YDL182W
YIL116W
YCR012W
YPL022W
YMR296C
YPL180W
YMR013C
YPR066W
YOR093C
YJL057C
YDR245W
YKL057C
YML098W
YOR270C
YLR057W
YPL281C
YBR138C
YMR001C
YPL083C
YLR387C
YGR171C
YHR144C
YER163C
YML035C
YNL234W
YGR127W
YFR045W
YHR172W
YMR196W
YGL155W
YHL031C
YGR054W
YIL074C
YBR001C
YIL084C
YDL004W
YGR037C
YLR086W
YPL074W
YDL204W
YJR129C
YLR199C
YML079W
YBR004C
YIR021W
YML075C
YGR004W
YNL175C
YDR266C
YDR318W
YOL112W
YNL242W
YGR074W
YMR132C
YML087C
YPL097W
YML104C
YGL172W
YNL168C
YMR201C
YOR066W
YEL004W
YHR142W
YDR031W
YAL062W
YMR323W
YER007W
YGL112C
YEL044W
YHR146W
YHL026C
YOL139C
YMR299C
YGL065C
YLR384C
YKR011C
YPL007C
YML118W
YLR114C
YOR095C
YDR124W
YMR074C
YDR195W
YAR031W
YOR386W
YMR193W
YNL075W
YHR183W
YBR049C
YDR218C
YGR279C
YNL239W
YGL043W
YGR217W
YOR161C
YOR012W
YNR051C
YMR134W
YMR293C
YAL008W
YCR038C
YPR162C
YLR413W
YGL254W
YCR102C
YPR169W
YNL011C
YBR256C
YGR117C
YMR034C
YPL262W
YDL085C-A
YML078W
YLR109W
YLR290C
YIL030C
YDR513W
YFL039C
YML002W
YOL100W
YOR291W
YNL273W
YHR184W
YMR214W
YDL097C
YMR267W
YLL064C
YDR539W
YER009W
YEL027W
YDR166C
YOL008W
YLR119W
YML064C
YFL017W-A
YCR044C
YNL164C
YPR037C
YOR048C
YLR102C
YFL028C
YNL097C
YKR006C
YPL240C
YNR062C
YOR017W
YMR041C
YNL041C
YJR082C
YDR511W
YMR135C
YML065W
YJR013W
YKL005C
YGR020C
YMR070W
YOR262W
YKL209C
YNL308C
YGL237C
YJL072C
YML116W
YGR078C
YDR128W
YOR383C
YHR017W
YFR031C
YPL191C
YKL054C
YHR072W-A
YIL142W
YMR247C
YLR225C
YBR067C
YGR049W
YDR200C
YFR038W
YER011W
YOR338W
YLR390W-A
YLR012C
YPR042C
YPL143W
YKR074W
YLR034C
YIL113W
YDR517W
YER130C
YPL272C
YOL155C
YNR009W
YOR295W
YDR402C
YDR235W
YNL162W
YGR296C-A
YGR178C
YPL120W
YBL043W
YPR030W
YPL220W
YNL259C
YDL055C
YLR222C
YBR262C
YGR283C
YHL050C
YMR290C
YMR090W
YOR393W
YOR260W
YBL066C
YAL042W
YNL158W
YAL003W
YPR137W
YPL150W
YDR303C
YLR007W
YBR252W
YKR015C
YIR017C
YDL103C
YER175C
YKR061W
YBR279W
YKR003W
YMR052W
YGL189C
YLR386W
YDL169C
YNL145W
YIL008W
YDR238C
YMR138W
YKL116C
YKR008W
YDR529C
YKR093W
YER174C
YDR331W
YGL175C
YML013W
YKL045W
YLR314C
YOR373W
YAL035W
YFR029W
YOR116C
YDL226C
YAL053W
YIR027C
YBR173C
YNL336W
YGR062C
YBR218C
YOR099W
YJR009C
YKL184W
YIR007W
YOR391C
YGL176C
YIL039W
YDL139C
YGL128C
YMR308C
YKL065C
YNL220W
YLR155C
YDL091C
Q0160
YLR289W
YNL139C
YKL046C
YDR365C
YDL171C
YDR416W
YMR194W
YJL003W
YDL132W
YDR326C
YMR311C
YLR268W
YGR287C
YPL089C
YOL001W
YPL181W
YGR205W
YNL098C
YGR088W
YKR004C
YPR135W
YJL045W
YMR173W-A
YKR078W
YNL283C
YER019C-A
YBL052C
YCR095C
YER140W
YIL016W
YMR225C
YJR124C
YJR021C
YBR128C
YNR065C
YER152C
YKL082C
YLR013W
YNL284C
YJL191W
YML011C
YPL234C
YGR240C
YGR089W
YCR081W
YIL022W
YPL105C
YAL031C
YJL160C
YDR400W
YHR077C
YHR101C
YPL039W
YOR038C
YLR246W
YIL117C
YLR126C
YMR029C
YNL206C
YDR028C
YBR083W
YBR197C
YDR191W
YJR036C
YER094C
YCR040W
YGL204C
YCL024W
YGL064C
YCR032W
YBR014C
YMR285C
YJR061W
YIL161W
YOL089C
YNL221C
YFR022W
YDR255C
YIR030C
YDR479C
YER006W
YLR247C
YMR219W
YJR006W
YJR024C
YLR430W
YKL039W
YJL127C-B
YOR196C
YCL016C
YJL203W
YKL139W
YCR083W
YIL139C
YDL054C
YDR044W
YGR256W
YBR054W
YMR121C
YDL225W
YNL191W
YIL094C
YIL055C
YOR005C
YKR103W
YBL091C
YDL112W
YOL073C
YHR193C
YEL050C
YGR243W
YLR414C
YDL070W
YPR184W
YPL156C
YKL011C
YIL065C
YHR156C
YDL161W
YOR014W
YLR016C
YBR006W
YDL021W
YNR043W
YHR044C
YDR046C
YLR188W
YDR363W-A
YOL052C
YBL063W
YGL223C
YBR289W
YOR018W
YBL027W
YDR333C
YDR498C
YOR101W
YGL243W
YOL143C
YBR293W
YAL068C
YNR015W
YPL005W
YLR181C
YER080W
YDL181W
YLR264W
YNR023W
YNL237W
YOL124C
YDR045C
YMR080C
YOR134W
YBR112C
YHR060W
YDR099W
YGL083W
YML050W
YPL195W
YGR206W
YDR328C
YOL044W
YLR170C
YKL191W
YNL253W
YML106W
YNL065W
YPR186C
YGR230W
YNL142W
YDR364C
YJL221C
YIL102C-A
YNR066C
YBR094W
YNL321W
YFL021W
YEL039C
YHL044W
YBL095W
YOR106W
YPR068C
YLL004W
YJL159W
YLR263W
YIL121W
YML115C
YFL055W
YGL014W
YLR165C
YOR132W
YDR009W
YHR073W
YDL227C
YBR217W
YIR031C
YOL072W
YDR296W
YKL091C
YLL006W
YML095C
YGR209C
YNL301C
YGR159C
YMR028W
YGR271W
YML105C
YLR421C
YOL064C
YPL243W
YMR092C
YBL011W
YHR070W
YOR140W
YGL087C
YOR316C
YGL055W
YER065C
YDL053C
YDR091C
YLR167W
YNL307C
YML077W
YOR281C
YER030W
YKR043C
YDR221W
YDR244W
YOR304W
YEL055C
YLR095C
YJR137C
YJL204C
YER029C
YGR113W
YPL165C
YHR080C
YKL072W
YOR351C
YOR120W
YBR268W
YBR165W
YMR145C
YLR429W
YIL031W
YNL136W
YIL001W
YKR066C
YML123C
YDR320C
YML004C
YOR380W
YDR239C
YPL213W
YML081W
YLR120C
YBR008C
YMR190C
YKL006W
YFL009W
YKL024C
YDL056W
YDL122W
YER102W
YOR158W
YPR083W
YMR042W
YML113W
YPR001W
YNL069C
YGR261C
YKR071C
YOL113W
YOR328W
YJR059W
YPL253C
YNL161W
YIL056W
YLR295C
YER087C-B
YLR088W
YMR107W
YHR050W
YLR319C
YNR058W
YLR220W
YBR047W
YGR254W
YDR404C
YNL119W
YDR321W
YGR284C
YPL086C
YOL125W
YLR459W
YJR086W
YER015W
YJL051W
YOL110W
YLR045C
YNL177C
YMR309C
YGR191W
YMR258C
YDR382W
YGL017W
YDR011W
YDL030W
YBR196C
YPR109W
YOL084W
YOL163W
YKR027W
YMR275C
YOL140W
YBR025C
YDR051C
YPL244C
YDL141W
YGL163C
YOL108C
YLR205C
YMR173W
YLR074C
YPR155C
YKL050C
YIL033C
YBR194W
YMR003W
YDL123W
YFL022C
YGL096W
YGR295C
YLR351C
YKL096W
YBR062C
YLR208W
YER180C-A
YKL053C-A
YOR253W
YHR206W
YOR191W
YBR085W
YPL255W
YGL210W
YIL115C
YHR056C
YNR032C-A
YMR117C
YDR387C
YGL211W
YKL207W
YJL012C
YGL151W
YNL224C
YEL024W
YMR283C
YNR001C
YBR018C
YGL186C
YJR073C
YDL002C
YGL085W
YOR152C
YIL041W
YBR136W
YKL216W
YBL029W
YML080W
YJL107C
YJL178C
YJR039W
YER001W
YGL123W
YJR109C
YPL111W
YNL025C
YKL055C
YMR014W
YPL225W
YCL025C
YJR041C
YLR298C
YLR299W
YDR507C
YCR087C-A
YDR141C
YDR349C
YOL107W
YKL133C
YGR156W
YDR325W
YDR329C
YGL054C
YGR281W
YDR213W
YHR042W
YNL034W
YKL149C
YPL217C
YPR119W
YBR257W
YBR283C
YCL049C
YOL104C
YDL101C
YOL036W
YGR187C
YEL058W
YPR052C
YLR110C
YHL040C
YGR044C
YGR110W
YGL090W
YKL160W
YLR271W
YKL103C
YOR110W
YEL042W
YFL017C
YDR268W
YOL132W
YPL271W
YMR180C
YOL126C
YBL009W
YLR194C
YCL036W
YLR443W
YER164W
YOR188W
YOR180C
YBR159W
YLR154W-A
YPR152C
YDR240C
YOR332W
YLR385C
YOL065C
YER182W
YDR140W
YOR247W
YKR092C
YKL020C
YHL033C
YGL062W
YNL299W
YLR340W
YER073W
YGL057C
YNL306W
YNL101W
YDR487C
YLR432W
YML010W
YOR028C
YER064C
YGR061C
YIL047C
YJL033W
YIR005W
YOL164W
YLR238W
YAL011W
YJL115W
YER144C
YFL034C-B
YML103C
YPR117W
YOR113W
YMR118C
YKL120W
YBR109C
YLR096W
YLR392C
YDL186W
YML121W
YBL004W
YOR279C
YJR101W
YPR121W
YGR128C
YHR150W
YNL131W
YML126C
YKL077W
YNL255C
YGL153W
YBR204C
YJR005C-A
YHR211W
YNL327W
YJR096W
YGR010W
YDR545W
YGL100W
YDR372C
YLR063W
YER143W
YDR478W
YOR290C
YLL066C
YER125W
YER151C
YBR198C
YDR419W
YDR219C
YER007C-A
YOR266W
YIR042C
YGL136C
YER127W
YBR007C
YMR166C
YLR049C
YML119W
YBR158W
YGR149W
YLR168C
YBR287W
YMR182C
YDR260C
YPL148C
YDL113C
YHR045W
YLR393W
YGL171W
YDL214C
YGR229C
YKL135C
YHL020C
YOR061W
YER188W
YKL013C
YBL041W
YGR248W
YCR092C
YJL184W
YDR531W
YPL147W
YMR087W
YBR182C
YLR178C
YLL023C
YPR190C
YHR090C
YJR085C
YHR058C
YDL126C
YML127W
YNL104C
YNL200C
YER119C
YPL122C
YMR083W
YBR215W
YNL304W
YIL153W
YAL039C
YMR237W
YPL216W
YOR228C
YHL021C
YOR003W
YIL109C
YKR080W
YBR219C
YDR522C
YJL081C
YPL168W
YHR196W
YGL183C
YML038C
YBR055C
YDR341C
YGR112W
YML060W
YFR034C
YOR371C
YDL191W
YGL233W
YLR229C
YJL127C
YNL167C
YLL043W
YER124C
YJR139C
YDL124W
YMR125W
YPR082C
YLR375W
YDR228C
YJL147C
YDR524C-B
YGR002C
YMR204C
YFR019W
YDL059C
YDR055W
YFL048C
YKL150W
YML051W
YKR070W
YNL094W
YJL176C
YKL140W
YGR086C
YLR457C
YIL156W
YLR438C-A
YGL216W
YMR259C
YDR121W
YOL105C
YBR093C
YDR450W
YDR304C
YOL041C
YOR285W
YBL102W
YOR348C
YMR128W
YDR434W
YML070W
YGL129C
YMR281W
YFL005W
YDR462W
YJL008C
YLR304C
YLR021W
YEL015W
YLR442C
YNL135C
YIL146C
YML059C
YPR070W
YLR159C-A
YOR022C
YGR019W
YNL137C
YJL220W
YNL316C
YLR008C
YGL107C
YBR114W
YIL014W
YER043C
YBL014C
YBR081C
YOR269W
YDR394W
YNR020C
YCL063W
YNL230C
YDR232W
YGL032C
YIL009W
YOR315W
YJL093C
YDR532C
YLR025W
YMR044W
YGL018C
YML032C
YLL024C
YJL181W
YLR193C
YML100W
YKR045C
YHR097C
YDR500C
YDR378C
YDR020C
YKL075C
YIR015W
YDR389W
YKL167C
YLR157C-C
YDR135C
YLL036C
YPR069C
YIL130W
YHR215W
YFL060C
YOR125C
YGL196W
YPR157W
YML097C
YLR368W
YBL038W
YDR065W
YMR224C
YIR008C
YOR322C
YCR075W-A
YKL195W
YKL222C
YMR031C
YNL021W
YPR112C
YHR084W
YMR085W
YDR458C
YPR163C
YJL158C
YHL011C
YOL011W
YMR264W
YDR234W
YJR047C
YMR089C
YBL006C
YDR116C
YER053C
YPR043W
YNL055C
YCL038C
YGL225W
YHR007C
YJL200C
YOR166C
YLR262C-A
YIL071C
YMR146C
YMR207C
YIL069C
YLR382C
YFL046W
YDR505C
YEL071W
YML120C
YOR033C
YCR016W
YPL280W
YBR060C
YDR541C
YNR016C
YGR231C
YMR064W
YDL179W
YER054C
YGR262C
YPL036W
YPR169W-A
YJR065C
YOR030W
YPL162C
YJL167W
YDR159W
YPL109C
YLR029C
YBR237W
YER062C
YDR083W
YAL051W
YPR108W
YHR063C
YOR217W
YGL111W
YLR361C-A
YMR021C
YOR172W
YDR361C
YCR045C
YJL131C
Q0080
YFL050C
YDR148C
YGL005C
YML132W
YJR122W
YDL061C
YKL108W
YDR078C
YMR274C
YDL185W
YLR137W
YLR132C
YLR237W
YLL009C
YGR296W
YOR085W
YGR174C
YCL034W
YPL252C
YPL034W
YDR307W
YDL213C
YKR081C
YKL215C
YDR007W
YDL085W
YBR290W
YHR143W
YLR389C
YBR244W
YHR012W
YPL119C
YDL092W
YMR197C
YOL032W
YGL213C
YNL247W
YPR175W
YDR447C
YLR117C
YLR173W
YGR075C
YJR121W
YOR129C
YPL151C
YIL157C
YPL221W
YLR300W
YJR010W
YNL188W
YML069W
YGL226W
YMR160W
YIL147C
YOR306C
YJR078W
YPL051W
YJL019W
YMR261C
YDR510W
YGL173C
YGL250W
Q0115
YBR263W
YGR041W
YNR069C
YNR028W
YNR008W
YGL148W
YGL184C
YJR034W
YJL205C
YCL010C
YPR031W
YLR006C
YAR035W
YPL157W
YJL133W
YBL071W-A
YOR382W
YKR036C
YER120W
YHR201C
YOL054W
YHR039C
YEL038W
YFL004W
YGL143C
YHR135C
YHR165C
YGL105W
YDL146W
YLR056W
YFL042C
YJL148W
YNL204C
YKL144C
YBL032W
YJR149W
YML020W
YGR157W
YLR211C
YOL097C
YNL272C
YPL129W
YOR339C
YER053C-A
YFL024C
YKR083C
YDR168W
YBR129C
YHR109W
YJL217W
YNL328C
YHR152W
YPL018W
YER101C
YGL150C
YER150W
YIL052C
YIR010W
YLR150W
YLR191W
YOR091W
YML024W
YGL154C
YGR222W
YOR058C
YMR055C
YDL110C
YPL014W
YCR101C
YJL145W
YFR014C
YDR516C
YGL092W
YGL202W
YDL073W
YLR081W
YDR386W
YBL067C
YHL008C
