ENSDARP00000126974
ENSDARP00000135838
ENSDARP00000096860
ENSDARP00000089710
ENSDARP00000114765
ENSDARP00000114415
ENSDARP00000095598
ENSDARP00000140632
ENSDARP00000016855
ENSDARP00000099321
ENSDARP00000113487
ENSDARP00000126361
ENSDARP00000123573
ENSDARP00000078265
ENSDARP00000133253
ENSDARP00000085044
ENSDARP00000119838
ENSDARP00000155281
ENSDARP00000140420
ENSDARP00000129750
ENSDARP00000020823
ENSDARP00000152151
ENSDARP00000142703
ENSDARP00000059752
ENSDARP00000130194
ENSDARP00000114682
ENSDARP00000141807
ENSDARP00000104653
ENSDARP00000024589
ENSDARP00000103731
ENSDARP00000131738
ENSDARP00000140662
ENSDARP00000110882
ENSDARP00000097763
ENSDARP00000145296
ENSDARP00000072688
ENSDARP00000044263
ENSDARP00000091978
ENSDARP00000025539
ENSDARP00000149973
ENSDARP00000138787
ENSDARP00000074173
ENSDARP00000021095
ENSDARP00000151881
ENSDARP00000002005
ENSDARP00000073979
ENSDARP00000088421
ENSDARP00000093844
ENSDARP00000148084
ENSDARP00000136215
ENSDARP00000126975
ENSDARP00000147556
ENSDARP00000102774
ENSDARP00000124782
ENSDARP00000044676
ENSDARP00000134609
ENSDARP00000062786
ENSDARP00000094042
ENSDARP00000150789
ENSDARP00000137662
ENSDARP00000146689
ENSDARP00000097308
ENSDARP00000056900
ENSDARP00000136256
ENSDARP00000077993
ENSDARP00000109359
ENSDARP00000137801
ENSDARP00000016047
ENSDARP00000115287
ENSDARP00000026367
ENSDARP00000152190
ENSDARP00000106208
ENSDARP00000012186
ENSDARP00000113661
ENSDARP00000118666
ENSDARP00000090899
ENSDARP00000117040
ENSDARP00000023215
ENSDARP00000003519
ENSDARP00000121666
ENSDARP00000148151
ENSDARP00000116602
ENSDARP00000015169
ENSDARP00000127193
ENSDARP00000062982
ENSDARP00000102347
ENSDARP00000131881
ENSDARP00000074880
ENSDARP00000072635
ENSDARP00000120841
ENSDARP00000129949
ENSDARP00000005171
ENSDARP00000112665
ENSDARP00000090875
ENSDARP00000153661
ENSDARP00000115749
ENSDARP00000142185
ENSDARP00000132910
ENSDARP00000076185
ENSDARP00000148195
ENSDARP00000144464
ENSDARP00000032828
ENSDARP00000106524
ENSDARP00000061774
ENSDARP00000124191
ENSDARP00000078382
ENSDARP00000051134
ENSDARP00000126718
ENSDARP00000156643
ENSDARP00000131485
ENSDARP00000056543
ENSDARP00000063153
ENSDARP00000140678
ENSDARP00000140048
ENSDARP00000097824
ENSDARP00000002532
ENSDARP00000117843
ENSDARP00000089476
ENSDARP00000130620
ENSDARP00000105936
ENSDARP00000116213
ENSDARP00000137126
ENSDARP00000064402
ENSDARP00000089349
ENSDARP00000143814
ENSDARP00000097509
ENSDARP00000116435
ENSDARP00000114827
ENSDARP00000025528
ENSDARP00000023951
ENSDARP00000123396
ENSDARP00000031098
ENSDARP00000151877
ENSDARP00000050670
ENSDARP00000141485
ENSDARP00000137039
ENSDARP00000104602
ENSDARP00000121293
ENSDARP00000006534
ENSDARP00000064203
ENSDARP00000122500
ENSDARP00000014779
ENSDARP00000129140
ENSDARP00000125533
ENSDARP00000069502
ENSDARP00000116869
ENSDARP00000107905
ENSDARP00000072515
ENSDARP00000102615
ENSDARP00000113174
ENSDARP00000075768
ENSDARP00000125924
ENSDARP00000025016
ENSDARP00000106457
ENSDARP00000101426
ENSDARP00000137337
ENSDARP00000084860
ENSDARP00000129430
ENSDARP00000123907
ENSDARP00000002234
ENSDARP00000113687
ENSDARP00000119043
ENSDARP00000110278
ENSDARP00000109197
ENSDARP00000131338
ENSDARP00000141457
ENSDARP00000106732
ENSDARP00000134715
ENSDARP00000141503
ENSDARP00000095986
ENSDARP00000140871
ENSDARP00000156792
ENSDARP00000143022
ENSDARP00000123235
ENSDARP00000142562
ENSDARP00000110325
ENSDARP00000139437
ENSDARP00000114109
ENSDARP00000131841
ENSDARP00000041804
ENSDARP00000094283
ENSDARP00000117936
ENSDARP00000024581
ENSDARP00000122360
ENSDARP00000007473
ENSDARP00000149114
ENSDARP00000052520
ENSDARP00000103412
ENSDARP00000054908
ENSDARP00000101541
ENSDARP00000079636
ENSDARP00000086702
ENSDARP00000045990
ENSDARP00000035119
ENSDARP00000132213
ENSDARP00000139494
ENSDARP00000150878
ENSDARP00000057735
ENSDARP00000139058
ENSDARP00000145818
ENSDARP00000011549
ENSDARP00000114547
ENSDARP00000107964
ENSDARP00000123741
ENSDARP00000123560
ENSDARP00000138279
ENSDARP00000068779
ENSDARP00000102083
ENSDARP00000113369
ENSDARP00000093249
ENSDARP00000122260
ENSDARP00000134161
ENSDARP00000133808
ENSDARP00000114832
ENSDARP00000149590
ENSDARP00000020170
ENSDARP00000130694
ENSDARP00000131320
ENSDARP00000020280
ENSDARP00000120564
ENSDARP00000153594
ENSDARP00000122610
ENSDARP00000023984
ENSDARP00000098975
ENSDARP00000131515
ENSDARP00000104697
ENSDARP00000131503
ENSDARP00000078614
ENSDARP00000058483
ENSDARP00000061188
ENSDARP00000072465
ENSDARP00000140172
ENSDARP00000080077
ENSDARP00000018076
ENSDARP00000025759
ENSDARP00000128481
ENSDARP00000118154
ENSDARP00000116075
ENSDARP00000143239
ENSDARP00000107551
ENSDARP00000069661
ENSDARP00000089270
ENSDARP00000154591
ENSDARP00000140512
ENSDARP00000092634
ENSDARP00000094174
ENSDARP00000127441
ENSDARP00000152548
ENSDARP00000081967
ENSDARP00000023098
ENSDARP00000147201
ENSDARP00000141095
ENSDARP00000115268
ENSDARP00000113229
ENSDARP00000131359
ENSDARP00000152691
ENSDARP00000139473
ENSDARP00000136265
ENSDARP00000155250
ENSDARP00000122289
ENSDARP00000112295
ENSDARP00000117023
ENSDARP00000018924
ENSDARP00000080453
ENSDARP00000153915
ENSDARP00000106111
ENSDARP00000086543
ENSDARP00000088826
ENSDARP00000124781
ENSDARP00000125427
ENSDARP00000129761
ENSDARP00000038996
ENSDARP00000042296
ENSDARP00000132803
ENSDARP00000149345
ENSDARP00000127801
ENSDARP00000146255
ENSDARP00000136785
ENSDARP00000125214
ENSDARP00000137554
ENSDARP00000134984
ENSDARP00000128160
ENSDARP00000118008
ENSDARP00000054619
ENSDARP00000104293
ENSDARP00000102349
ENSDARP00000128121
ENSDARP00000140069
ENSDARP00000141248
ENSDARP00000119071
ENSDARP00000106769
ENSDARP00000082473
ENSDARP00000002605
ENSDARP00000067338
ENSDARP00000090198
ENSDARP00000136338
ENSDARP00000103685
ENSDARP00000113871
ENSDARP00000102997
ENSDARP00000122354
ENSDARP00000107800
ENSDARP00000074529
ENSDARP00000124186
ENSDARP00000006141
ENSDARP00000150729
ENSDARP00000129650
ENSDARP00000092660
ENSDARP00000056733
ENSDARP00000116688
ENSDARP00000080119
ENSDARP00000108265
ENSDARP00000049463
ENSDARP00000021126
ENSDARP00000151452
ENSDARP00000075478
ENSDARP00000001943
ENSDARP00000010772
ENSDARP00000136088
ENSDARP00000131462
ENSDARP00000053217
ENSDARP00000069025
ENSDARP00000156234
ENSDARP00000137776
ENSDARP00000003571
ENSDARP00000072376
ENSDARP00000132450
ENSDARP00000115094
ENSDARP00000128810
ENSDARP00000058247
ENSDARP00000145599
ENSDARP00000130557
ENSDARP00000020636
ENSDARP00000142877
ENSDARP00000013946
ENSDARP00000020123
ENSDARP00000135827
ENSDARP00000110213
ENSDARP00000130021
ENSDARP00000150980
ENSDARP00000154793
ENSDARP00000046442
ENSDARP00000135332
ENSDARP00000154259
ENSDARP00000058727
ENSDARP00000122623
ENSDARP00000115065
ENSDARP00000057644
ENSDARP00000081714
ENSDARP00000147410
ENSDARP00000141623
ENSDARP00000142625
ENSDARP00000084458
ENSDARP00000121843
ENSDARP00000118809
ENSDARP00000108742
ENSDARP00000012943
ENSDARP00000052090
ENSDARP00000144276
ENSDARP00000149745
ENSDARP00000093573
ENSDARP00000012238
ENSDARP00000105597
ENSDARP00000127557
ENSDARP00000135137
ENSDARP00000007566
ENSDARP00000145687
ENSDARP00000101752
ENSDARP00000042001
ENSDARP00000093440
ENSDARP00000116921
ENSDARP00000155884
ENSDARP00000099017
ENSDARP00000055617
ENSDARP00000126270
ENSDARP00000125073
ENSDARP00000117734
ENSDARP00000114958
ENSDARP00000082456
ENSDARP00000026291
ENSDARP00000137557
ENSDARP00000128119
ENSDARP00000110404
ENSDARP00000107271
ENSDARP00000113430
ENSDARP00000009775
ENSDARP00000115333
ENSDARP00000157493
ENSDARP00000041532
ENSDARP00000122282
ENSDARP00000064280
ENSDARP00000059622
ENSDARP00000136477
ENSDARP00000087484
ENSDARP00000132205
ENSDARP00000043290
ENSDARP00000154789
ENSDARP00000136877
ENSDARP00000016818
ENSDARP00000115296
ENSDARP00000116628
ENSDARP00000137977
ENSDARP00000127104
ENSDARP00000131759
ENSDARP00000073429
ENSDARP00000135809
ENSDARP00000106596
ENSDARP00000099737
ENSDARP00000132190
ENSDARP00000012950
ENSDARP00000104766
ENSDARP00000120027
ENSDARP00000125258
ENSDARP00000026241
ENSDARP00000130546
ENSDARP00000060954
ENSDARP00000114637
ENSDARP00000113431
ENSDARP00000144922
ENSDARP00000105693
ENSDARP00000046688
ENSDARP00000084255
ENSDARP00000114538
ENSDARP00000129049
ENSDARP00000102293
ENSDARP00000130895
ENSDARP00000118091
ENSDARP00000058065
ENSDARP00000142335
ENSDARP00000057587
ENSDARP00000061069
ENSDARP00000055224
ENSDARP00000129921
ENSDARP00000137905
ENSDARP00000016680
ENSDARP00000057468
ENSDARP00000024102
ENSDARP00000123551
ENSDARP00000102486
ENSDARP00000121395
ENSDARP00000113004
ENSDARP00000018012
ENSDARP00000138384
ENSDARP00000149105
ENSDARP00000137464
ENSDARP00000153216
ENSDARP00000068226
ENSDARP00000138899
ENSDARP00000144422
ENSDARP00000140362
ENSDARP00000120705
ENSDARP00000117429
ENSDARP00000028118
ENSDARP00000153706
ENSDARP00000046873
ENSDARP00000127621
ENSDARP00000152016
ENSDARP00000114416
ENSDARP00000030117
ENSDARP00000018937
ENSDARP00000119449
ENSDARP00000083454
ENSDARP00000057021
ENSDARP00000059567
ENSDARP00000101139
ENSDARP00000142177
ENSDARP00000011198
ENSDARP00000113407
ENSDARP00000118513
ENSDARP00000098260
ENSDARP00000007836
ENSDARP00000138627
ENSDARP00000101096
ENSDARP00000069614
ENSDARP00000121053
ENSDARP00000076356
ENSDARP00000118447
ENSDARP00000142474
ENSDARP00000127581
ENSDARP00000098720
ENSDARP00000124392
ENSDARP00000066960
ENSDARP00000149780
ENSDARP00000124516
ENSDARP00000128521
ENSDARP00000122086
ENSDARP00000133737
ENSDARP00000125615
ENSDARP00000136419
ENSDARP00000063136
ENSDARP00000128086
ENSDARP00000111061
ENSDARP00000113808
ENSDARP00000002982
ENSDARP00000054237
ENSDARP00000122250
ENSDARP00000130674
ENSDARP00000093565
ENSDARP00000144645
ENSDARP00000057612
ENSDARP00000079739
ENSDARP00000016722
ENSDARP00000089852
ENSDARP00000023708
ENSDARP00000067331
ENSDARP00000064364
ENSDARP00000121720
ENSDARP00000029333
ENSDARP00000063911
ENSDARP00000144150
ENSDARP00000127596
ENSDARP00000051552
ENSDARP00000122263
ENSDARP00000027770
ENSDARP00000118258
ENSDARP00000006783
ENSDARP00000136707
ENSDARP00000135083
ENSDARP00000080662
ENSDARP00000147138
ENSDARP00000148761
ENSDARP00000132652
ENSDARP00000105072
ENSDARP00000136126
ENSDARP00000119497
ENSDARP00000129397
ENSDARP00000147126
ENSDARP00000109281
ENSDARP00000084210
ENSDARP00000113145
ENSDARP00000156876
ENSDARP00000016784
ENSDARP00000138408
ENSDARP00000118304
ENSDARP00000121400
ENSDARP00000145975
ENSDARP00000123533
ENSDARP00000020027
ENSDARP00000126591
ENSDARP00000150791
ENSDARP00000124758
ENSDARP00000020578
ENSDARP00000091698
ENSDARP00000142996
ENSDARP00000086717
ENSDARP00000033279
ENSDARP00000119593
ENSDARP00000058092
ENSDARP00000065210
ENSDARP00000071071
ENSDARP00000132297
ENSDARP00000115728
ENSDARP00000103607
ENSDARP00000054649
ENSDARP00000122255
ENSDARP00000006227
ENSDARP00000124457
ENSDARP00000006712
ENSDARP00000005680
ENSDARP00000156705
ENSDARP00000073916
ENSDARP00000142452
ENSDARP00000119676
ENSDARP00000114024
ENSDARP00000034858
ENSDARP00000031430
ENSDARP00000106803
ENSDARP00000042188
ENSDARP00000129700
ENSDARP00000077277
ENSDARP00000044573
ENSDARP00000091436
ENSDARP00000071665
ENSDARP00000104134
ENSDARP00000130245
ENSDARP00000126471
ENSDARP00000139813
ENSDARP00000113910
ENSDARP00000098337
ENSDARP00000121415
ENSDARP00000143282
ENSDARP00000104146
ENSDARP00000138860
ENSDARP00000025119
ENSDARP00000093546
ENSDARP00000102840
ENSDARP00000118871
ENSDARP00000124252
ENSDARP00000099340
ENSDARP00000134338
ENSDARP00000113701
ENSDARP00000142535
ENSDARP00000119059
ENSDARP00000129239
ENSDARP00000122408
ENSDARP00000104487
ENSDARP00000051663
ENSDARP00000087874
ENSDARP00000136664
ENSDARP00000117818
ENSDARP00000138512
ENSDARP00000011444
ENSDARP00000109558
ENSDARP00000122486
ENSDARP00000138370
ENSDARP00000083569
ENSDARP00000099372
ENSDARP00000132607
ENSDARP00000128679
ENSDARP00000013020
ENSDARP00000119793
ENSDARP00000107223
ENSDARP00000019792
ENSDARP00000081999
ENSDARP00000060934
ENSDARP00000136671
ENSDARP00000128147
ENSDARP00000029759
ENSDARP00000065263
ENSDARP00000115664
ENSDARP00000113238
ENSDARP00000125758
ENSDARP00000154138
ENSDARP00000059321
ENSDARP00000120914
ENSDARP00000142200
ENSDARP00000122628
ENSDARP00000117632
ENSDARP00000137646
ENSDARP00000139088
ENSDARP00000078268
ENSDARP00000015775
ENSDARP00000135449
ENSDARP00000119007
ENSDARP00000090537
ENSDARP00000126095
ENSDARP00000090653
ENSDARP00000114242
ENSDARP00000127134
ENSDARP00000037150
ENSDARP00000130756
ENSDARP00000061725
ENSDARP00000116798
ENSDARP00000073089
ENSDARP00000134736
ENSDARP00000115334
ENSDARP00000150220
ENSDARP00000079296
ENSDARP00000139838
ENSDARP00000121747
ENSDARP00000142713
ENSDARP00000137558
ENSDARP00000113436
ENSDARP00000040785
ENSDARP00000136207
ENSDARP00000133176
ENSDARP00000054207
ENSDARP00000129487
ENSDARP00000112770
ENSDARP00000135458
ENSDARP00000135769
ENSDARP00000139196
ENSDARP00000101990
ENSDARP00000093302
ENSDARP00000143502
ENSDARP00000156533
ENSDARP00000121737
ENSDARP00000133095
ENSDARP00000003744
ENSDARP00000128585
ENSDARP00000113264
ENSDARP00000077546
ENSDARP00000120672
ENSDARP00000139918
ENSDARP00000077379
ENSDARP00000156849
ENSDARP00000120943
ENSDARP00000115153
ENSDARP00000044079
ENSDARP00000059692
ENSDARP00000144604
ENSDARP00000111337
ENSDARP00000122060
ENSDARP00000011264
ENSDARP00000132899
ENSDARP00000036450
ENSDARP00000016213
ENSDARP00000116924
ENSDARP00000142667
ENSDARP00000119103
ENSDARP00000115513
ENSDARP00000128199
ENSDARP00000119320
ENSDARP00000134988
ENSDARP00000140695
ENSDARP00000134976
ENSDARP00000132399
ENSDARP00000115147
ENSDARP00000060839
ENSDARP00000006380
ENSDARP00000120029
ENSDARP00000069804
ENSDARP00000028871
ENSDARP00000012674
ENSDARP00000125439
ENSDARP00000108477
ENSDARP00000121710
ENSDARP00000029427
ENSDARP00000021554
ENSDARP00000070211
ENSDARP00000047895
ENSDARP00000104092
ENSDARP00000140842
ENSDARP00000063319
ENSDARP00000140254
ENSDARP00000108496
ENSDARP00000128526
ENSDARP00000038002
ENSDARP00000009453
ENSDARP00000137980
ENSDARP00000141954
ENSDARP00000068999
ENSDARP00000121100
ENSDARP00000081856
ENSDARP00000099134
ENSDARP00000102730
ENSDARP00000002420
ENSDARP00000105877
ENSDARP00000155676
ENSDARP00000121121
ENSDARP00000072306
ENSDARP00000093667
ENSDARP00000128929
ENSDARP00000073858
ENSDARP00000111198
ENSDARP00000150772
ENSDARP00000126333
ENSDARP00000091677
ENSDARP00000143687
ENSDARP00000108478
ENSDARP00000094912
ENSDARP00000099985
ENSDARP00000128260
ENSDARP00000095577
ENSDARP00000011506
ENSDARP00000156762
ENSDARP00000110194
ENSDARP00000006882
ENSDARP00000025098
ENSDARP00000094142
ENSDARP00000046598
ENSDARP00000120692
ENSDARP00000061250
ENSDARP00000106853
ENSDARP00000058784
ENSDARP00000122896
ENSDARP00000072181
ENSDARP00000092192
ENSDARP00000138961
ENSDARP00000071220
ENSDARP00000130223
ENSDARP00000007440
ENSDARP00000113117
ENSDARP00000016334
ENSDARP00000056168
ENSDARP00000132935
ENSDARP00000029174
ENSDARP00000149704
ENSDARP00000052540
ENSDARP00000081911
ENSDARP00000122984
ENSDARP00000091007
ENSDARP00000118390
ENSDARP00000146355
ENSDARP00000146912
ENSDARP00000040826
ENSDARP00000060701
ENSDARP00000143851
ENSDARP00000094984
ENSDARP00000140746
ENSDARP00000113081
ENSDARP00000130403
ENSDARP00000020455
ENSDARP00000041278
ENSDARP00000118970
ENSDARP00000139749
ENSDARP00000128216
ENSDARP00000057020
ENSDARP00000050825
ENSDARP00000092973
ENSDARP00000058619
ENSDARP00000031494
ENSDARP00000109357
ENSDARP00000117975
ENSDARP00000100292
ENSDARP00000006244
ENSDARP00000009736
ENSDARP00000120266
ENSDARP00000010591
ENSDARP00000137868
ENSDARP00000022291
ENSDARP00000029369
ENSDARP00000135627
ENSDARP00000091109
ENSDARP00000141615
ENSDARP00000075586
ENSDARP00000117317
ENSDARP00000063834
ENSDARP00000120420
ENSDARP00000091811
ENSDARP00000117097
ENSDARP00000079877
ENSDARP00000134577
ENSDARP00000117303
ENSDARP00000040700
ENSDARP00000122475
ENSDARP00000086805
ENSDARP00000115806
ENSDARP00000099275
ENSDARP00000008601
ENSDARP00000141403
ENSDARP00000112408
ENSDARP00000138896
ENSDARP00000003721
ENSDARP00000142669
ENSDARP00000028630
ENSDARP00000124900
ENSDARP00000136923
ENSDARP00000099747
ENSDARP00000127715
ENSDARP00000055844
ENSDARP00000099736
ENSDARP00000131480
ENSDARP00000101147
ENSDARP00000149330
ENSDARP00000153869
ENSDARP00000108458
ENSDARP00000138564
ENSDARP00000019506
ENSDARP00000131821
ENSDARP00000121344
ENSDARP00000032254
ENSDARP00000007187
ENSDARP00000123820
ENSDARP00000123438
ENSDARP00000019781
ENSDARP00000093087
ENSDARP00000120796
ENSDARP00000057222
ENSDARP00000128247
ENSDARP00000104090
ENSDARP00000066998
ENSDARP00000114515
ENSDARP00000062414
ENSDARP00000135160
ENSDARP00000135092
ENSDARP00000113471
ENSDARP00000019585
ENSDARP00000112192
ENSDARP00000066302
ENSDARP00000056131
ENSDARP00000111451
ENSDARP00000108447
ENSDARP00000083574
ENSDARP00000139791
ENSDARP00000091649
ENSDARP00000149682
ENSDARP00000091844
ENSDARP00000082474
ENSDARP00000012097
ENSDARP00000119409
ENSDARP00000123412
ENSDARP00000126117
ENSDARP00000021150
ENSDARP00000084687
ENSDARP00000067159
ENSDARP00000084401
ENSDARP00000143285
ENSDARP00000050456
ENSDARP00000057094
ENSDARP00000136977
ENSDARP00000139916
ENSDARP00000015266
ENSDARP00000075848
ENSDARP00000143481
ENSDARP00000000070
ENSDARP00000117146
ENSDARP00000051698
ENSDARP00000116414
ENSDARP00000138259
ENSDARP00000130467
ENSDARP00000028381
ENSDARP00000145021
ENSDARP00000139380
ENSDARP00000121947
ENSDARP00000066627
ENSDARP00000064510
ENSDARP00000143179
ENSDARP00000141619
ENSDARP00000145887
ENSDARP00000146004
ENSDARP00000072085
ENSDARP00000102863
ENSDARP00000039828
ENSDARP00000132497
ENSDARP00000074492
ENSDARP00000122998
ENSDARP00000072074
ENSDARP00000107429
ENSDARP00000087875
ENSDARP00000098507
ENSDARP00000047049
ENSDARP00000066986
ENSDARP00000107175
ENSDARP00000004795
ENSDARP00000154307
ENSDARP00000146489
ENSDARP00000131915
ENSDARP00000128102
ENSDARP00000124273
ENSDARP00000001256
ENSDARP00000032165
ENSDARP00000050473
ENSDARP00000052473
ENSDARP00000095791
ENSDARP00000103739
ENSDARP00000140581
ENSDARP00000119920
ENSDARP00000129072
ENSDARP00000066871
ENSDARP00000151017
ENSDARP00000148053
ENSDARP00000125629
ENSDARP00000078566
ENSDARP00000123317
ENSDARP00000134367
ENSDARP00000136161
ENSDARP00000133466
ENSDARP00000068459
ENSDARP00000149078
ENSDARP00000137350
ENSDARP00000102111
ENSDARP00000040396
ENSDARP00000061835
ENSDARP00000114455
ENSDARP00000151750
ENSDARP00000096385
ENSDARP00000122067
ENSDARP00000069168
ENSDARP00000114970
ENSDARP00000144613
ENSDARP00000050968
ENSDARP00000059359
ENSDARP00000131777
ENSDARP00000133495
ENSDARP00000027320
ENSDARP00000088544
ENSDARP00000152677
ENSDARP00000046158
ENSDARP00000068467
ENSDARP00000119527
ENSDARP00000147701
ENSDARP00000098389
ENSDARP00000111847
ENSDARP00000081638
ENSDARP00000116175
ENSDARP00000102202
ENSDARP00000120498
ENSDARP00000146655
ENSDARP00000103414
ENSDARP00000087437
ENSDARP00000025541
ENSDARP00000053595
ENSDARP00000081621
ENSDARP00000020968
ENSDARP00000049225
ENSDARP00000094525
ENSDARP00000134131
ENSDARP00000100393
ENSDARP00000121978
ENSDARP00000095170
ENSDARP00000136135
ENSDARP00000060116
ENSDARP00000104009
ENSDARP00000125431
ENSDARP00000095596
ENSDARP00000033495
ENSDARP00000096836
ENSDARP00000132569
ENSDARP00000020118
ENSDARP00000038511
ENSDARP00000056720
ENSDARP00000135830
ENSDARP00000060362
ENSDARP00000130968
ENSDARP00000100054
ENSDARP00000125673
ENSDARP00000147291
ENSDARP00000147424
ENSDARP00000018244
ENSDARP00000099510
ENSDARP00000128784
ENSDARP00000028262
ENSDARP00000078619
ENSDARP00000003452
ENSDARP00000129288
ENSDARP00000123071
ENSDARP00000093090
ENSDARP00000034131
ENSDARP00000118849
ENSDARP00000065214
ENSDARP00000069636
ENSDARP00000155202
ENSDARP00000031910
ENSDARP00000084113
ENSDARP00000128166
ENSDARP00000143854
ENSDARP00000128143
ENSDARP00000140328
ENSDARP00000040455
ENSDARP00000096714
ENSDARP00000054188
ENSDARP00000113012
ENSDARP00000157642
ENSDARP00000055429
ENSDARP00000057540
ENSDARP00000108272
ENSDARP00000094243
ENSDARP00000053570
ENSDARP00000143611
ENSDARP00000103603
ENSDARP00000125080
ENSDARP00000000956
ENSDARP00000114759
ENSDARP00000129564
ENSDARP00000049675
ENSDARP00000105173
ENSDARP00000111291
ENSDARP00000125812
ENSDARP00000113934
ENSDARP00000134643
ENSDARP00000030476
ENSDARP00000068745
ENSDARP00000139356
ENSDARP00000101828
ENSDARP00000091470
ENSDARP00000022030
ENSDARP00000117551
ENSDARP00000134573
ENSDARP00000076606
ENSDARP00000107656
ENSDARP00000033049
ENSDARP00000130825
ENSDARP00000072251
ENSDARP00000038939
ENSDARP00000139096
ENSDARP00000152067
ENSDARP00000127408
