GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024F8H3	HLA-B	GO:0055038		9606	HLA-B	C
UniProtKB	A0A024F8H3	HLA-B	GO:0031901		9606	HLA-B	C
UniProtKB	A0A024F8Q5	HLA-DRB4	GO:0005768		9606	HLA-DRB4	C
UniProtKB	A0A024F8Q5	HLA-DRB4	GO:0010008		9606	HLA-DRB4	C
UniProtKB	A0A024F8R0	HLA-DRB5	GO:0005768		9606	HLA-DRB5	C
UniProtKB	A0A024F8R0	HLA-DRB5	GO:0010008		9606	HLA-DRB5	C
UniProtKB	A0A024F8R8	HLA-DRB1	GO:0005768		9606	HLA-DRB1	C
UniProtKB	A0A024F8R8	HLA-DRB1	GO:0010008		9606	HLA-DRB1	C
UniProtKB	A0A024F8S3	HLA-DRB3	GO:0005768		9606	HLA-DRB3	C
UniProtKB	A0A024F8S3	HLA-DRB3	GO:0010008		9606	HLA-DRB3	C
UniProtKB	A0A024F8S6	HLA-DRB5	GO:0005768		9606	HLA-DRB5	C
UniProtKB	A0A024F8S6	HLA-DRB5	GO:0010008		9606	HLA-DRB5	C
UniProtKB	A0A024F979	HLA-DRB3	GO:0005768		9606	HLA-DRB3	C
UniProtKB	A0A024F979	HLA-DRB3	GO:0010008		9606	HLA-DRB3	C
UniProtKB	A0A024F986	HLA-DRB4	GO:0005768		9606	HLA-DRB4	C
UniProtKB	A0A024F986	HLA-DRB4	GO:0010008		9606	HLA-DRB4	C
UniProtKB	A0A024F9R7	HLA-DRB1	GO:0005768		9606	HLA-DRB1	C
UniProtKB	A0A024F9R7	HLA-DRB1	GO:0010008		9606	HLA-DRB1	C
UniProtKB	A0A024F9S2	HLA-DRB3	GO:0005768		9606	HLA-DRB3	C
UniProtKB	A0A024F9S2	HLA-DRB3	GO:0010008		9606	HLA-DRB3	C
UniProtKB	A0A024F9S8	HLA-DRB4	GO:0005768		9606	HLA-DRB4	C
UniProtKB	A0A024F9S8	HLA-DRB4	GO:0010008		9606	HLA-DRB4	C
UniProtKB	A0A024F9U8	HLA-DRB4	GO:0005768		9606	HLA-DRB4	C
UniProtKB	A0A024F9U8	HLA-DRB4	GO:0010008		9606	HLA-DRB4	C
UniProtKB	A0A024F9V3	HLA-DRB5	GO:0005768		9606	HLA-DRB5	C
UniProtKB	A0A024F9V3	HLA-DRB5	GO:0010008		9606	HLA-DRB5	C
UniProtKB	A0A024QZ29	ANKRD13B	GO:0005768		9606	ANKRD13B,hCG_29086	C
UniProtKB	A0A024QZ29	ANKRD13B	GO:0005770		9606	ANKRD13B,hCG_29086	C
UniProtKB	A0A024QZ62	hCG_1998851	GO:0005768		9606	hCG_1998851	C
UniProtKB	A0A024QZ62	hCG_1998851	GO:0005768		9606	hCG_1998851	C
UniProtKB	A0A024QZB8	CLN3	GO:0005769		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024QZB8	CLN3	GO:0005770		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024R0J7	hCG_1995540	GO:0005768		9606	hCG_1995540,hCG_2044074	C
UniProtKB	A0A024R0K8	hCG_1995540	GO:0005768		9606	hCG_1995540,hCG_2044074	C
UniProtKB	A0A024R0Q4	PLD3	GO:0031902		9606	PLD3,hCG_1995506	C
UniProtKB	A0A024R0S6	EHD2	GO:0005768		9606	EHD2,hCG_20547	C
UniProtKB	A0A024R0S6	EHD2	GO:0010008		9606	EHD2,hCG_20547	C
UniProtKB	A0A024R176	SLC9A7	GO:0005768		9606	SLC9A7,hCG_17724	C
UniProtKB	A0A024R176	SLC9A7	GO:0010008		9606	SLC9A7,hCG_17724	C
UniProtKB	A0A024R1U4	RAB5C	GO:0005768		9606	RAB5C,hCG_2039680	C
UniProtKB	A0A024R1V3	NBR1	GO:0005770		9606	NBR1,hCG_27935	C
UniProtKB	A0A024R1X3	VPS25	GO:0000814		9606	VPS25,hCG_16964	C
UniProtKB	A0A024R1X5	BECN1	GO:0005768		9606	BECN1,hCG_16958	C
UniProtKB	A0A024R1X5	BECN1	GO:0010008		9606	BECN1,hCG_16958	C
UniProtKB	A0A024R1X5	BECN1	GO:0010008		9606	BECN1,hCG_16958	C
UniProtKB	A0A024R215	SH3GL3	GO:0010008		9606	SH3GL3,hCG_26601	C
UniProtKB	A0A024R215	SH3GL3	GO:0031901		9606	SH3GL3,hCG_26601	C
UniProtKB	A0A024R230	NTRK2	GO:0005769		9606	NTRK2,hCG_1985371	C
UniProtKB	A0A024R230	NTRK2	GO:0005768		9606	NTRK2,hCG_1985371	C
UniProtKB	A0A024R2C5	VPS4B	GO:0031902		9606	VPS4B,hCG_34094	C
UniProtKB	A0A024R2C5	VPS4B	GO:0010008		9606	VPS4B,hCG_34094	C
UniProtKB	A0A024R2K1	RAB5A	GO:0005769		9606	RAB5A,hCG_1776267	C
UniProtKB	A0A024R2K1	RAB5A	GO:0005768		9606	RAB5A,hCG_1776267	C
UniProtKB	A0A024R2L1	WDR48	GO:0005768		9606	WDR48,hCG_19029	C
UniProtKB	A0A024R2L1	WDR48	GO:0005770		9606	WDR48,hCG_19029	C
UniProtKB	A0A024R2W8	HYAL3	GO:0005768		9606	HYAL3,hCG_2043475	C
UniProtKB	A0A024R2W8	HYAL3	GO:0005769		9606	HYAL3,hCG_2043475	C
UniProtKB	A0A024R2W8	HYAL3	GO:0005768		9606	HYAL3,hCG_2043475	C
UniProtKB	A0A024R323	ABHD6	GO:0031902		9606	ABHD6,hCG_27734	C
UniProtKB	A0A024R372	NIPA2	GO:0005769		9606	NIPA2,hCG_1735857	C
UniProtKB	A0A024R3D5	BACE1	GO:0005770		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D5	BACE1	GO:0055037		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0005769		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0005768		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0005768		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0055037		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0005770		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3D7	BACE1	GO:0055037		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3E8	BACE1	GO:0005770		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3E8	BACE1	GO:0055037		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3F9	BACE1	GO:0005770		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3F9	BACE1	GO:0055037		9606	BACE1,hCG_37942	C
UniProtKB	A0A024R3H2	SORL1	GO:0005768		9606	SORL1,hCG_14958	C
UniProtKB	A0A024R3H2	SORL1	GO:0032585		9606	SORL1,hCG_14958	C
UniProtKB	A0A024R3H2	SORL1	GO:0055038		9606	SORL1,hCG_14958	C
UniProtKB	A0A024R3H2	SORL1	GO:0010008		9606	SORL1,hCG_14958	C
UniProtKB	A0A024R3H2	SORL1	GO:0031901		9606	SORL1,hCG_14958	C
UniProtKB	A0A024R3L9	VPS26B	GO:0005768		9606	VPS26B,hCG_37609	C
UniProtKB	A0A024R3L9	VPS26B	GO:0005769		9606	VPS26B,hCG_37609	C
UniProtKB	A0A024R3L9	VPS26B	GO:0005770		9606	VPS26B,hCG_37609	C
UniProtKB	A0A024R3L9	VPS26B	GO:0005768		9606	VPS26B,hCG_37609	C
UniProtKB	A0A024R3T2	KCNK1	GO:0005768		9606	KCNK1,hCG_15518	C
UniProtKB	A0A024R3T2	KCNK1	GO:0005768		9606	KCNK1,hCG_15518	C
UniProtKB	A0A024R3T2	KCNK1	GO:0005768		9606	KCNK1,hCG_15518	C
UniProtKB	A0A024R3T2	KCNK1	GO:0055037		9606	KCNK1,hCG_15518	C
UniProtKB	A0A024R3U9	RAB4A	GO:0005768		9606	RAB4A,hCG_1810885	C
UniProtKB	A0A024R3U9	RAB4A	GO:0005768		9606	RAB4A,hCG_1810885	C
UniProtKB	A0A024R488	WDFY1	GO:0005768		9606	WDFY1,hCG_2012548	C
UniProtKB	A0A024R488	WDFY1	GO:0005769		9606	WDFY1,hCG_2012548	C
UniProtKB	A0A024R488	WDFY1	GO:0005769		9606	WDFY1,hCG_2012548	C
UniProtKB	A0A024R488	WDFY1	GO:0005768		9606	WDFY1,hCG_2012548	C
UniProtKB	A0A024R4A4	RAB17	GO:0055038		9606	RAB17,hCG_2013161	C
UniProtKB	A0A024R4A4	RAB17	GO:0055037		9606	RAB17,hCG_2013161	C
UniProtKB	A0A024R4A8	BOK	GO:0055038		9606	BOK,BCL2L9,BOKL,hCG_33052	C
UniProtKB	A0A024R4A8	BOK	GO:0031901		9606	BOK,BCL2L9,BOKL,hCG_33052	C
UniProtKB	A0A024R4S0	CHMP2A	GO:0032585		9606	CHMP2A,hCG_201357	C
