GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024R0Q6	ERCC1	GO:0090656		9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R1N4	XRCC6	GO:0000723		9606	XRCC6,hCG_2013151	P
UniProtKB	A0A024R3C7	ATM	GO:0000723		9606	ATM,hCG_38040	P
UniProtKB	A0A024R3K9	NFRKB	GO:0000723		9606	NFRKB,hCG_2032921	P
UniProtKB	A0A024R4Q5	TFPT	GO:0000723		9606	TFPT,hCG_20946	P
UniProtKB	A0A024R739	POT1	GO:0000723		9606	POT1,hCG_32923	P
UniProtKB	A0A024R7X1	TERF1	GO:0000723		9606	TERF1,hCG_1983637	P
UniProtKB	A0A024R7X1	TERF1	GO:0000723		9606	TERF1,hCG_1983637	P
UniProtKB	A0A024R7X2	TERF1	GO:0000723		9606	TERF1,hCG_1983637	P
UniProtKB	A0A024R7X2	TERF1	GO:0000723		9606	TERF1,hCG_1983637	P
UniProtKB	A0A024R9B0	CCNE2	GO:0000723		9606	CCNE2,hCG_15054	P
UniProtKB	A0A024R9R7	INOC1	GO:0000723		9606	INOC1,hCG_38960	P
UniProtKB	A0A024RB32	PTGES3	GO:0007004		9606	PTGES3,hCG_2016483	P
UniProtKB	A0A0C4DG07	NBN	GO:0000723		9606	NBN,hCG_33061	P
UniProtKB	A0A1W2PQ90	A0A1W2PQ90	GO:0000723		9606		P
UniProtKB	A0A384MTR5	A0A384MTR5	GO:0000723		9606		P
UniProtKB	A0A494BZX5	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	A0A494BZX8	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	A0A494C0Y7	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	A0A494C122	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	A0A494C1B7	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	A0A590TQL1	ACD	GO:0016233		9606	ACD,hCG_27140	P
UniProtKB	A0A590TQL1	ACD	GO:0000723		9606	ACD,hCG_27140	P
UniProtKB	A0A590TQL1	ACD	GO:0007004		9606	ACD,hCG_27140	P
UniProtKB	A0A590UJF2	POT1	GO:0000723		9606	POT1	P
UniProtKB	A0A590UJF7	POT1	GO:0000723		9606	POT1	P
UniProtKB	A0A590UJM4	POT1	GO:0000723		9606	POT1	P
UniProtKB	A0A590UJP0	POT1	GO:0000723		9606	POT1	P
UniProtKB	A0A590UJR1	POT1	GO:0000723		9606	POT1	P
UniProtKB	A0A590UJT3	TERF2IP	GO:0000723		9606	TERF2IP	P
UniProtKB	A0A590UJT3	TERF2IP	GO:0010833		9606	TERF2IP	P
UniProtKB	A0A6Q8PH76	ATM	GO:0000723		9606	ATM	P
UniProtKB	A0A7I2V5E0	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2V5I6	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2V5I6	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2V5T5	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2V5T5	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2YQE7	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0A7I2YQE7	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	A0PJ71	NBN	GO:0000723		9606	NBN	P
UniProtKB	A6H8Y5	NBN	GO:0000723		9606	NBN	P
UniProtKB	A8K1D3	A8K1D3	GO:0000723		9606		P
UniProtKB	A8K3I2	A8K3I2	GO:0000723		9606		P
UniProtKB	A8K914	A8K914	GO:0000723		9606		P
UniProtKB	A8K914	A8K914	GO:0000723		9606		P
UniProtKB	A8MTK3	POT1	GO:0000723		9606	POT1,hCG_32923	P
UniProtKB	A8WDG6	A8WDG6	GO:0000723		9606		P
UniProtKB	B1AHC9	XRCC6	GO:0000723		9606	XRCC6	P
UniProtKB	B2R4P9	H3F3A	GO:0031509		9606	H3F3A,H3F3B,hCG_1984517,hCG_1989319	P
UniProtKB	B2RDN9	B2RDN9	GO:0000723		9606		P
UniProtKB	B4DE32	B4DE32	GO:0000723		9606		P
UniProtKB	B4DFJ1	TINF2	GO:0016233		9606	TINF2	P
UniProtKB	B4DSP3	B4DSP3	GO:0000723		9606		P
UniProtKB	B4DVI0	B4DVI0	GO:0016233		9606		P
UniProtKB	B4DVI0	B4DVI0	GO:0000723		9606		P
UniProtKB	B4DVI0	B4DVI0	GO:0007004		9606		P
UniProtKB	B4E356	B4E356	GO:0000723		9606		P
UniProtKB	B7Z7M5	POT1	GO:0000723		9606	POT1	P
UniProtKB	C9JPG9	POT1	GO:0000723		9606	POT1	P
UniProtKB	D6RA96	RTEL1-TNFRSF6B	GO:0000723		9606	RTEL1-TNFRSF6B,RTEL1	P
UniProtKB	D6RA96	RTEL1-TNFRSF6B	GO:0000723		9606	RTEL1-TNFRSF6B,RTEL1	P
UniProtKB	E7EN38	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	E7ESD9	RAD50	GO:0000723		9606	RAD50	P
UniProtKB	E7EWM7	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	E7EWM7	TERF1	GO:0000723		9606	TERF1	P
UniProtKB	E9PIN0	ATM	GO:0000723		9606	ATM	P
UniProtKB	H0YKA6	TINF2	GO:0016233		9606	TINF2	P
UniProtKB	H0YL20	TINF2	GO:0016233		9606	TINF2,hCG_38254	P
UniProtKB	H0YL96	TINF2	GO:0016233		9606	TINF2	P
UniProtKB	H0YLC9	TINF2	GO:0016233		9606	TINF2	P
UniProtKB	H0YMN3	TINF2	GO:0016233		9606	TINF2	P
UniProtKB	H3BR06	TERF2	GO:0031848		9606	TERF2	P
UniProtKB	H3BR06	TERF2	GO:0000723		9606	TERF2	P
UniProtKB	H3BTA7	TERF2	GO:0031848		9606	TERF2	P
UniProtKB	H3BTA7	TERF2	GO:0000723		9606	TERF2	P
UniProtKB	J3KSJ9	TERF2	GO:0031848		9606	TERF2	P
UniProtKB	J3KSJ9	TERF2	GO:0000723		9606	TERF2	P
UniProtKB	J3KSZ6	TERF2	GO:0031848		9606	TERF2	P
UniProtKB	J3KSZ6	TERF2	GO:0000723		9606	TERF2	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0007004		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14746	TERT	GO:0000723		9606	TERT,EST2,TCS1,TRT	P
UniProtKB	O14929	HAT1	GO:0031509		9606	HAT1,KAT1	P
UniProtKB	O43502	RAD51C	GO:0000722		9606	RAD51C,RAD51L2	P
UniProtKB	O43542	XRCC3	GO:0090656		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0000722		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0090656		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0090657		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0090737		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0090656		9606	XRCC3	P
UniProtKB	O43542	XRCC3	GO:0000722		9606	XRCC3	P
UniProtKB	O60832	DKC1	GO:0007004		9606	DKC1,NOLA4	P
UniProtKB	O60832	DKC1	GO:0007004		9606	DKC1,NOLA4	P
UniProtKB	O60832	DKC1	GO:0007004		9606	DKC1,NOLA4	P
UniProtKB	O60832	DKC1	GO:0007004		9606	DKC1,NOLA4	P
UniProtKB	O60832	DKC1	GO:0007004		9606	DKC1,NOLA4	P
UniProtKB	O60921	HUS1	GO:0000723		9606	HUS1	P
