GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A075M3N4	rbcS	GO:0015979		3702	rbcS	P
UniProtKB	A0A075M3N4	rbcS	GO:0019253		3702	rbcS	P
UniProtKB	A0A075M4Z6	rbcS	GO:0015979		3702	rbcS	P
UniProtKB	A0A075M4Z6	rbcS	GO:0019253		3702	rbcS	P
UniProtKB	A0A075M556	rbcL	GO:0015979		3702	rbcL	P
UniProtKB	A0A075M556	rbcL	GO:0019253		3702	rbcL	P
UniProtKB	A0A075M569	rbcS	GO:0015979		3702	rbcS	P
UniProtKB	A0A075M569	rbcS	GO:0019253		3702	rbcS	P
UniProtKB	A0A0F7C956	rbcL	GO:0015979		3702	rbcL	P
UniProtKB	A0A0F7C956	rbcL	GO:0019253		3702	rbcL	P
UniProtKB	A0A0K1CVP8	A0A0K1CVP8	GO:0015979		3702		P
UniProtKB	A0A0K1CVP8	A0A0K1CVP8	GO:0019253		3702		P
UniProtKB	A0A142I795	rbcL	GO:0015979		3702	rbcL	P
UniProtKB	A0A142I795	rbcL	GO:0019253		3702	rbcL	P
UniProtKB	A0A178U6Q9	AXX17_At5g23030	GO:0015979		3702	AXX17_At5g23030,AN1_LOCUS23086,AT9943_LOCUS19876	P
UniProtKB	A0A178U9N5	PPD5	GO:0015979		3702	PPD5,PsbP domain protein 5,At5g11450,F15N18.40,F15N18_40	P
UniProtKB	A0A178U9Q0	AXX17_At5g13050	GO:0015979		3702	AXX17_At5g13050,AN1_LOCUS22129,AT9943_LOCUS19054,C24_LOCUS22020	P
UniProtKB	A0A178UC51	AXX17_At5g58810	GO:0009773		3702	AXX17_At5g58810,At5g59400	P
UniProtKB	A0A178UC65	AXX17_At5g63630	GO:0015979		3702	AXX17_At5g63630,AN1_LOCUS26719,AT9943_LOCUS23000,C24_LOCUS26540	P
