GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024F8Q5	HLA-DRB4	GO:0005764		9606	HLA-DRB4	C
UniProtKB	A0A024F8Q5	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F8Q5	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F8R0	HLA-DRB5	GO:0005764		9606	HLA-DRB5	C
UniProtKB	A0A024F8R0	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024F8R0	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024F8R8	HLA-DRB1	GO:0005764		9606	HLA-DRB1	C
UniProtKB	A0A024F8R8	HLA-DRB1	GO:0005765		9606	HLA-DRB1	C
UniProtKB	A0A024F8R8	HLA-DRB1	GO:0005765		9606	HLA-DRB1	C
UniProtKB	A0A024F8S3	HLA-DRB3	GO:0005764		9606	HLA-DRB3	C
UniProtKB	A0A024F8S3	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F8S3	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F8S6	HLA-DRB5	GO:0005764		9606	HLA-DRB5	C
UniProtKB	A0A024F8S6	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024F8S6	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024F979	HLA-DRB3	GO:0005764		9606	HLA-DRB3	C
UniProtKB	A0A024F979	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F979	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F986	HLA-DRB4	GO:0005764		9606	HLA-DRB4	C
UniProtKB	A0A024F986	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F986	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F9R7	HLA-DRB1	GO:0005764		9606	HLA-DRB1	C
UniProtKB	A0A024F9R7	HLA-DRB1	GO:0005765		9606	HLA-DRB1	C
UniProtKB	A0A024F9R7	HLA-DRB1	GO:0005765		9606	HLA-DRB1	C
UniProtKB	A0A024F9S2	HLA-DRB3	GO:0005764		9606	HLA-DRB3	C
UniProtKB	A0A024F9S2	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F9S2	HLA-DRB3	GO:0005765		9606	HLA-DRB3	C
UniProtKB	A0A024F9S8	HLA-DRB4	GO:0005764		9606	HLA-DRB4	C
UniProtKB	A0A024F9S8	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F9S8	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F9U8	HLA-DRB4	GO:0005764		9606	HLA-DRB4	C
UniProtKB	A0A024F9U8	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F9U8	HLA-DRB4	GO:0005765		9606	HLA-DRB4	C
UniProtKB	A0A024F9V3	HLA-DRB5	GO:0005764		9606	HLA-DRB5	C
UniProtKB	A0A024F9V3	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024F9V3	HLA-DRB5	GO:0005765		9606	HLA-DRB5	C
UniProtKB	A0A024QZB8	CLN3	GO:0044754		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024QZB8	CLN3	GO:0005764		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024QZB8	CLN3	GO:1905146		9606	CLN3,hCG_1745226	P
UniProtKB	A0A024QZB8	CLN3	GO:0005765		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024QZD0	CLN3	GO:0005765		9606	CLN3,hCG_1745226	C
UniProtKB	A0A024QZQ2	PSAP	GO:0005764		9606	PSAP,hCG_1787837	C
UniProtKB	A0A024R0Q4	PLD3	GO:0005765		9606	PLD3,hCG_1995506	C
UniProtKB	A0A024R141	CTSL2	GO:0005764		9606	CTSL2,hCG_1746233	C
UniProtKB	A0A024R141	CTSL2	GO:0005764		9606	CTSL2,hCG_1746233	C
UniProtKB	A0A024R141	CTSL2	GO:0005764		9606	CTSL2,hCG_1746233	C
UniProtKB	A0A024R1Q5	NAGA	GO:0005764		9606	NAGA,hCG_41542	C
UniProtKB	A0A024R1Q5	NAGA	GO:0005764		9606	NAGA,hCG_41542	C
UniProtKB	A0A024R1V3	NBR1	GO:0005764		9606	NBR1,hCG_27935	C
UniProtKB	A0A024R1V3	NBR1	GO:0005764		9606	NBR1,hCG_27935	C
UniProtKB	A0A024R276	CTSL	GO:0005764		9606	CTSL,hCG_30369	C
UniProtKB	A0A024R276	CTSL	GO:0005764		9606	CTSL,hCG_30369	C
UniProtKB	A0A024R276	CTSL	GO:0005764		9606	CTSL,hCG_30369	C
UniProtKB	A0A024R323	ABHD6	GO:0005765		9606	ABHD6,hCG_27734	C
UniProtKB	A0A024R374	CTSB	GO:0005764		9606	CTSB,hCG_1990887	C
UniProtKB	A0A024R374	CTSB	GO:0005764		9606	CTSB,hCG_1990887	C
UniProtKB	A0A024R374	CTSB	GO:0005764		9606	CTSB,hCG_1990887	C
UniProtKB	A0A024R374	CTSB	GO:0005764		9606	CTSB,hCG_1990887	C
UniProtKB	A0A024R4D5	GPC1	GO:0043202		9606	GPC1,hCG_20534	C
UniProtKB	A0A024R4S0	CHMP2A	GO:0005765		9606	CHMP2A,hCG_201357	C
UniProtKB	A0A024R4V4	MLC1	GO:0005764		9606	MLC1,hCG_31853	C
