GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024F8H3	HLA-B	GO:0071556		9606	HLA-B	C
UniProtKB	A0A024QYV7	hCG_1994130	GO:0005784		9606	hCG_1994130	C
UniProtKB	A0A024QYV7	hCG_1994130	GO:0005783		9606	hCG_1994130	C
UniProtKB	A0A024QYX0	EBP	GO:0005783		9606	EBP,hCG_19812	C
UniProtKB	A0A024QYX0	EBP	GO:0005789		9606	EBP,hCG_19812	C
UniProtKB	A0A024QYX0	EBP	GO:0005783		9606	EBP,hCG_19812	C
UniProtKB	A0A024QYY6	FMO5	GO:0005783		9606	FMO5,hCG_1981889	C
UniProtKB	A0A024QYY6	FMO5	GO:0005789		9606	FMO5,hCG_1981889	C
UniProtKB	A0A024QYY6	FMO5	GO:0005783		9606	FMO5,hCG_1981889	C
UniProtKB	A0A024QYY6	FMO5	GO:0005789		9606	FMO5,hCG_1981889	C
UniProtKB	A0A024QYZ0	SEC61G	GO:0005789		9606	SEC61G,hCG_1639800	C
UniProtKB	A0A024QZ14	PIGS	GO:0042765		9606	PIGS,hCG_2039635	C
UniProtKB	A0A024QZ14	PIGS	GO:0005783		9606	PIGS,hCG_2039635	C
UniProtKB	A0A024QZ14	PIGS	GO:0005789		9606	PIGS,hCG_2039635	C
UniProtKB	A0A024QZ57	CLN8	GO:0005783		9606	CLN8,hCG_15110	C
UniProtKB	A0A024QZD1	RPL18	GO:0005783		9606	RPL18,hCG_2000370	C
UniProtKB	A0A024QZD1	RPL18	GO:0005791		9606	RPL18,hCG_2000370	C
UniProtKB	A0A024QZD1	RPL18	GO:0005783		9606	RPL18,hCG_2000370	C
UniProtKB	A0A024QZE3	CPT1C	GO:0005789		9606	CPT1C,hCG_2039825	C
UniProtKB	A0A024QZE3	CPT1C	GO:0005783		9606	CPT1C,hCG_2039825	C
UniProtKB	A0A024QZE3	CPT1C	GO:0030176		9606	CPT1C,hCG_2039825	C
UniProtKB	A0A024QZH5	SPHK2	GO:0005783		9606	SPHK2,hCG_15274	C
UniProtKB	A0A024QZM6	SEC24C	GO:0005789		9606	SEC24C,hCG_19035	C
UniProtKB	A0A024QZT7	KDELR2	GO:0006621		9606	KDELR2,hCG_15972	P
UniProtKB	A0A024QZT7	KDELR2	GO:0005783		9606	KDELR2,hCG_15972	C
UniProtKB	A0A024QZT7	KDELR2	GO:0005783		9606	KDELR2,hCG_15972	C
UniProtKB	A0A024QZT7	KDELR2	GO:0005789		9606	KDELR2,hCG_15972	C
UniProtKB	A0A024QZT7	KDELR2	GO:0005783		9606	KDELR2,hCG_15972	C
UniProtKB	A0A024QZV0	hCG_1811539	GO:0005783		9606	hCG_1811539	C
