GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024QYU9	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QYU9	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QYU9	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QYX7	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QYX7	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QYX7	EIF3S8	GO:0003743		9606	EIF3S8,EIF3C,hCG_201185	F
UniProtKB	A0A024QZM3	EIF4EBP2	GO:0003743		9606	EIF4EBP2,hCG_23653	F
UniProtKB	A0A024QZM3	EIF4EBP2	GO:0030371		9606	EIF4EBP2,hCG_23653	F
UniProtKB	A0A024QZU1	EIF2AK1	GO:0003743		9606	EIF2AK1,hCG_2008663	F
UniProtKB	A0A024R0N7	SAMD4B	GO:0030371		9606	SAMD4B,hCG_43361	F
UniProtKB	A0A024R1K0	EIF4ENIF1	GO:0003743		9606	EIF4ENIF1,hCG_41518	F
UniProtKB	A0A024R214	CPEB1	GO:0045182		9606	CPEB1,hCG_26948	F
UniProtKB	A0A024R3W7	EEF1B2	GO:0003746		9606	EEF1B2,hCG_2012498	F
UniProtKB	A0A024R3W7	EEF1B2	GO:0003746		9606	EEF1B2,hCG_2012498	F
UniProtKB	A0A024R5B9	MGC11102	GO:0003743		9606	MGC11102,hCG_23306	F
UniProtKB	A0A024R5B9	MGC11102	GO:0003743		9606	MGC11102,hCG_23306	F
UniProtKB	A0A024R5B9	MGC11102	GO:0003743		9606	MGC11102,hCG_23306	F
UniProtKB	A0A024R5S5	EIF3S1	GO:0003743		9606	EIF3S1,EIF3J,hCG_39324	F
UniProtKB	A0A024R5S5	EIF3S1	GO:0003743		9606	EIF3S1,EIF3J,hCG_39324	F
UniProtKB	A0A024R5S5	EIF3S1	GO:0003743		9606	EIF3S1,EIF3J,hCG_39324	F
UniProtKB	A0A024R6P8	BRF1	GO:0003743		9606	BRF1,hCG_19130	F
UniProtKB	A0A024R6Q1	EIF5	GO:0003743		9606	EIF5,hCG_25496	F
UniProtKB	A0A024R6Q1	EIF5	GO:0003743		9606	EIF5,hCG_25496	F
UniProtKB	A0A024R7E8	ELOF1	GO:0003746		9606	ELOF1,hCG_29982	F
UniProtKB	A0A024R7Y5	TCEB1	GO:0003746		9606	TCEB1,hCG_1641146	F
