9606	0.0	1.0	2.3357	6	1	0.33	0.333	1	0.5709
9606	0.0	1.0	0.6198	6	1	0.33	0.333	0	0.1714
9606	0.0	1.0	2.7788	6	1	0.33	0.333	0	0.1418
9606	0.0	1.0	1.0060	6	1	0.33	0.333	1	0.5351
9606	0.0	1.0	1.9393	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	0.9227	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	2.7053	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.2170	6	2	0.67	0.667	1	0.1391
9606	0.0	1.0	2.1921	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.1155	6	1	0.33	0.333	1	0.4488
9606	0.0	1.0	1.9447	6	1	0.33	0.333	0	0.3246
9606	0.0	1.0	1.3892	6	4	1.33	0.833	1	0.0064
9606	0.0	1.0	2.0530	6	1	0.33	0.333	0	0.3247
9606	0.0	1.0	1.0686	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	0.7566	6	1	0.33	0.333	0	0.24
9606	0.0	1.0	1.7314	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.9226	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.8974	6	3	1.0	0.5	0	0.0012
9606	0.0	1.0	1.6275	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	2.6027	6	1	0.33	0.333	0	0.2855
9606	0.0	1.0	1.5108	6	1	0.33	0.333	0	0.1588
9606	0.0	1.0	3.2560	6	1	0.33	0.333	0	0.2272
9606	0.0	1.0	0.9809	6	3	1.0	0.5	1	0.0217
9606	0.0	1.0	1.4106	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	0.9601	6	1	0.33	0.333	0	0.3958
9606	0.0	1.0	0.7794	6	1	0.33	0.333	0	0.2871
9606	0.0	1.0	1.1836	6	1	0.33	0.333	0	0.2842
9606	0.0	1.0	2.9111	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	2.4702	6	2	0.67	0.667	0	0.0578
9606	0.0	1.0	2.4476	6	1	0.33	0.333	0	0.1784
9606	0.0	1.0	1.9948	6	1	0.33	0.333	0	0.1014
9606	0.0	1.0	1.2019	6	1	0.33	0.333	0	0.1268
9606	0.0	1.0	0.8976	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.3696	6	2	0.67	0.667	1	0.2334
9606	0.0	1.0	1.3845	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.7597	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.9554	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.4785	6	1	0.33	0.333	0	0.3955
9606	0.0	1.0	1.4108	6	3	1.0	0.5	1	0.0441
9606	0.0	1.0	1.7355	5	1	0.4	0.4	0	0.141
9606	0.0	1.0	1.5917	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	4.1237	6	2	0.67	0.333	0	0.0391
9606	0.0	1.0	1.9024	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	2.4189	6	1	0.33	0.333	0	0.3604
9606	0.0	1.0	1.9393	6	2	0.67	0.333	1	0.246
9606	0.0	1.0	0.6990	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	3.2560	5	2	0.8	0.4	1	0.1591
9606	0.0	1.0	2.0351	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.3431	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.4817	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.7944	6	0	0.0	0.0	1	1.0
9606	0.0	1.0	1.2763	6	1	0.33	0.333	0	0.235
9606	0.0	1.0	1.0814	6	2	0.67	0.667	0	0.0145
9606	0.0	1.0	2.1159	6	2	0.67	0.667	0	0.0182
9606	0.0	1.0	1.1536	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.6958	6	1	0.33	0.333	0	0.2942
9606	0.0	1.0	2.7559	6	4	1.33	0.556	1	0.0068
9606	0.0	1.0	2.4580	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	1.6603	6	1	0.33	0.333	0	0.0805
9606	0.0	1.0	1.5216	6	1	0.33	0.333	1	0.4724
9606	0.0	1.0	0.9464	6	0	0.0	0.0	0	1.0
9606	0.0	1.0	0.9383	6	0	0.0	0.0	1	1.0
